2002-09-01 23:38:00,경제,국민일보 ,부동산 보유세 현실화…재산세 상향조정 추진,정부는 재산세를 현실에 맞게 상향조정하는 등 세제정비 방안이 포함된 부동산투기 추가 대책을 이달 중 마련할 방침이다. 1일 재정경제부에 따르면 정부는 지난해 이후 급등한 부동산값을 방치할 경우 부동산값 버블 거품 현상이 발생 향후 경제 전반에 큰 부담으로 작용할 것으로 보고 정부 차원의 한층 강도 높은 추가 대책을 만들어 시행하기로 했다. 재경부는 이에 따라 시가에 비해 지나치게 낮은 보유세를 현실화하는 쪽으로 부동산 세제를 정비하는 게 부동산투기 심리를 억제하는 데 주효하다고 보고 재산세 주무부처인 행정자치부에 재산세 현실화 대책 수립을 촉구했다. 행자부의 재산세 과세표준액 과표 은 시가의 20∼30% 수준에 그치고 있다. 정부는 재산세 과표 현실화가 조세저항을 불러일으킬 것으로 예상되는 만큼 서울 강남 등 특정 지역에 대해 우선 과표를 현실화하고 수준도 단계적으로 상향조정하는 등 충격을 흡수하는 대책을 적극 검토할 방침이다. 이와 함께 정부는 부동산투기 방지를 위한 아파트 기준시가 조정검토 대상을 수도권 전역으로 확대 시세 조사를 벌이고 있다. 재경부 관계자는 “국세청이 수도권의 모든 세무서 인력을 투입 아파트 시세 조사를 벌이고 있다”면서 “이달 말쯤 기준시가 상향조정이 이뤄질 것”이라고 밝혔다. 한편 아파트값은 정부의 잇단 대책 발표에도 불구하고 가을 이사철을 앞두고 오히려 상승세가 커진 것으로 나타났다. 1일 부동산시세 전문조사 업체인 ‘부동산114’에 따르면 지난주 서울지역 아파트 가격은 한 주 전보다 1.09%가 올라 지난 3월 초 이후 가장 높은 주간 상승률을 기록했다. 신도시 0.71% 와 나머지 수도권 0.65% 도 지난 3월 이래 가장 높은 주간 상승률을 보였다.,https://n.news.naver.com/mnews/article/005/0000117195?sid=101
2002-09-01 23:12:00,경제,머니투데이 ,뉴스 스타벅스 커피와 함께 인터넷을,머니투데이 세계 최대 커피 체인점인 스타벅스 커피 Starbucks Coffee 가 휴렛 팩커드 HP T 모바일 T Mobile 과 손잡고 인터넷 커피 복합카페사업을 적극 추진한다. 커피를 마시는 소비자들이 사용할 수 있도록 HP 컴팩 Compaq 제품들이 제공될 예정이다. HP가 제공하는 장비가 어떤 형태를 취할 것인지는 아직 발표되지 않았다. 프롭 리서치의 데이빗 챔버레인은 바쁜 아침 시간 이후의 손님들이 매출을 올리게 해줄 것 이라며 스타벅스는 노트북을 사용하면서 커피도 원하는 손님들로 매출을 확대할 수 있을 것 이라고 전망했다. 하지만 챔버레인은 커피 체인점의 무선인터넷 네트워크를 사용할 만한 사용자 기반에 대해 회의적인 반응을 보였다. 스타벅스에서 사용할 수 있는 노트북이나 802.11 어댑터가 구비된 노트북을 들고 스타벅스에 오는 손님 등이 제한된 수일 것으로 예상하기 때문이다. 스타벅스가 HP의 제품을 판매하기 위한 디스플레이 장소로 사용될 것이라는 관측도 나오고 있다. 컴팩은 HP에 합병되기전인 2001년 5월 5년간 스타벅스의 4100여 개 상점에 아이팩 iPaq PDA를 제공할 것이라고 발표했다. 모바일스타에서 이름을 바꾼 T 모바일은 현재 공항의 핫스팟과 일부 스타벅스 상점에 핫스팟을 무선인터넷을 제공하고 있다.,https://n.news.naver.com/mnews/article/008/0000201193?sid=101
2002-09-01 23:03:00,경제,머니투데이 ,뉴스 TG삼보 작고 얇은 PC 출시,머니투데이 TG삼보컴퓨터 대표 이홍순 www.trigem.co.kr 는 일반 PC보다 얇고 작은 사이즈의 드림시스AW 를 발표 9월 초부터 본격 공급한다고 2일 밝혔다. 두께 9.8cm의 초박형 신개념 데스크톱 씬 Thin PC 드림시스AW 시리즈 는 일반적인 북 Book PC 형태인 슬림PC보다도 얇은 씬 Thin 디자인을 적용했다. 책상위에 놓고 쓰는 슬림PC로서의 인테리어 디자인을 고려하여 전면에 배치된 ODD와 USB IEEE1394등의 각종 포트를 슬라이딩 도어 속으로 탑재하여 PC전면부를 보다 깔끔하게 처리했다. 공간절약형 PC로서 책상위에 놓고 쓸 수 있도록 신개념의 냉각시스템을 도입 저소음의 보다 쾌적한 PC사용 환경을 제공하고 있다. 알루미늄 소재를 사용한 메탈실버 블루 컬러의 씬바디 Thin Body 스타일 드림시스AW 시리즈 는 인테리어 소품적인 디자인으로도 손색 없을 뿐만 아니라 키보드에서 버튼 하나로 PC를 켜고 끌 수 있는 신개념의 멀티 컴팩트 키보드 를 적용하여 사용자 편의성을 높였다는 설명이다. DVD RW를 탑재한 드림시스 AW510 은 4.7GB의 대용량까지도 기록이 가능한 DVD RW Drive로 하드디스크의 백업도 가능하다. 또한 일반 CD 8장 분량이 1장에 들어가는 DVDR미디어의 활용이 가능 캠코더의 대용량 동영상물까지도 DVDR 미디어 1장에 모두 담을 수 있다. 다양한 확장장치를 탑재하고 있는 드림시스 AW시리즈 는 PCMCIA 슬롯을 2개나 탑재하고 있으며 각종 AV데이터를 활용할 수 있는 Memory스틱 슬롯과 전후면 2개의 IEEE1394 포트 USB2.0 포트 등을 기본 탑재하여 빠르고 편리한 최적의 확장성을 제공하고 있다. 또한 모니터와 그래픽 카드 간의 인터페이스가 디지털로 구성되어 고화질의 영상을 제공하는 DVI Digital Visual Interface 포트를 적용하여 아나로그 뿐만 아니라 최상의 디지털 영상 출력으로 고화질의 영상을 구현토록 했다. 드림시스 AW510 은 신학기 9월 한 달 동안 펼쳐지는 행사 김남일과 함께하는 TG신학기 페스티벌 을 통해 신학기 무선체험 이벤트로 무선 컴팩트 키보드 와 무선 광휠마우스 를 함께 증정할 예정이며 홈페이지 구매등록 고객 TG삼보컴퓨터의 모델 김남일 선수의 전신 대형브로마이드도 함께 사은품으로 제공된다. 사이즈 카리스마 드림시스 AW508 MM0 는 펜티엄4 2AGHz 메모리 256MB DDR 하드디스크 60GB 콤보 PCMCIA 메모리스틱 슬롯과 IEEE1394 USB2.0 DVI포트 등을 제공하며 신개념 멀티컴팩트 키보드 등을 포함하여 169만9000원 모니터별도 부가세포함 이다.,https://n.news.naver.com/mnews/article/008/0000201192?sid=101
2002-09-01 22:05:00,경제,국민일보 ,이코노파일 건설교통부，한·뉴질랜드 운항 주 11회로 증편 外,건설교통부는 지난달 28∼29일 뉴질랜드 웰링턴에서 개최된 한·뉴질랜드 항공회담에서 양국간 운항횟수를 현재 주 7회에서 11회로 늘리기로 합의했다고 31일 밝혔다. 또 항공사간 노선운영의 신축성과 지방공항 이용가능성을 높이기 위해 운항지점에 대한 제한을 없애고 국내 구간에서도 양국 항공사간 편명공유 코드셰어 운항을 허용하기로 합의했다. 현대자동차는 외관 스타일과 동력을 개선하고 안전과 편의성을 높인 2003년형 뉴EF쏘나타 를 개발 시판에 나선다고 1일 밝혔다. 2003년형 뉴EF쏘나타는 세련된 크롬라인의 라디에이터 그릴 EF로고가 새겨진 후드 엠블렘 브라운 계열의 무광 우드그레인 등을 적용해 외관과 실내의 고급스러움을 더했다는 게 회사측의 설명이다. 특히 순은도 100%의 은사 銀絲 로 만들어져 항균 방취 방충 정전기 차단 등의 효과가 뛰어난 기능성 은사시트를 세계 처음으로 적용 선택사양 하고 동급 최초로 전 모델에 듀얼 에어백을 기본으로 장착 안전성을 강화했다. 재정경제부는 1일 세계은행이 내달 우리나라에 직원 채용을 위한 심사팀을 파견한다고 밝혔다. 세계은행은 환경 농업 에너지 보건 회계 거시경제 등 14개 분야에서 전세계 전문가를 대상으로 정규직 직원을 채용하며 한국 정부의 요청을 받아들여 다음달 중순쯤 심사팀이 방한 서류 전형에 합격한 한국인 응시자를 직접 인터뷰할 방침이다.응시 희망자는 세계은행 인사담당자 앞 Jcastro5 worldbank.org 으로 이력서를 제출해야 하며 채용 분야는 재경부 홈페이지 www.mofe.go.kr 에 자세히 설명돼 있다. 기아자동차는 9월부터 기아 노블레스 카드 보유자와 신규 가입자를 대상으로 50만원 보상 대축제 를 시행한다고 1일 밝혔다. 기아 노블레스 카드 고객과 신규 가입 고객이 리오SF 스펙트라 스펙트라 윙 구입시 선수금을 카드로 결제할 경우 50만 포인트 1포인트 1원 로 인정해 50만원을 되돌려 준다. 카드로 결제하는 선수금은 250만원 10만포인트까지만 인정되며 10만포인트 이외의 잔여 포인트는 3년 뒤 기아차량 재구입시 사용이 가능하다.,https://n.news.naver.com/mnews/article/005/0000117172?sid=101
2002-09-01 21:59:00,경제,국민일보 ,“韓銀 채용시험 객관식이 웬말”…朴총재 논술시험 강화지시,“중앙은행 직원 채용시험에 객관식 시험이 뭡니까” 박승 한국은행 총재가 한은의 신입행원 채용 시험 및 인사에 대해 쓴소리를 한 것으로 뒤늦게 밝혀져 눈길을 끌고 있다. 박총재는 지난 30일 한은 팀장들과의 간담회 자리에서 “달달 외워서는 시험을 만점받아 봐야 중앙은행 직원으로서 자격이 없다”면서 “문제를 따져서 해결방법을 모색하려는 창의적인 사고력을 가진 행원을 선발해야 한다”고 말했다. 박총재는 “올해 70명을 선발하는 신입행원 시험에서는 학술 전공 과목 중 논술을 강화하도록 해당 부서에 지시했다”고 밝혔다. 한은이 실시하는 신입사원 공채 과목은 영어 토익 와 학술 교양으로 학술의 경우 약간의 논술이 포함돼 있기는 하지만 객관식과 O X문제 단답식 위주로 돼 있다. 이에 대해 한은 관계자는 “총재의 지시에 따라 논술의 비중을 높이고 학술과목의 200점 배점을 높일 것”이라고 말했다. 박총재는 이어 한은이 올들어 유난히 인사적체를 보이고 있는데 대해 “60세 과장이라도 중앙은행 직원임을 천직으로 생각해야지 임원이 되려고 노력할 필요는 없다”면서 “인사적체가 심하지만 큰 흐름으로 봐야 한다”고 참석한 팀장들을 다독거렸다. 한은 직원들의 급여 불평에 대해서도 “내가 한은 입행 당시 받은 월급 8100원으로는 세 식구 먹여살리기도 빠듯했지만 공무원보다는 2.5배가 많았다”고 회고한 뒤 “중앙은행 직원으로서 월급을 불평하지 말고 사명감을 가지고 봉직해야 한다”고 주문했다.박총재는 다만 이같은 사명감만으로는 부족하고 중앙은행의 독립성을 확보하는 것이 시급하다며 “현재 58세인 정년을 60세나 62세로 늘리고 연금 등 사회보장책도 보강해야 한다”고 말했다.,https://n.news.naver.com/mnews/article/005/0000117170?sid=101
2002-09-01 21:51:00,경제,한겨레 ,특별기고새 차원 접어든 북일 관계 우카가와 유키고,북 일 관계가 새로운 차원에 접어드는 것 같다. 정치적 결단을 통해 국교정상화를 추진해 간다는 북 일 국장급 회의의 합의에 이어 고이즈미 준이치로 일본 총리의 전격적인 북한 방문 발표로 양국 관계는 큰 계기를 마련하게 되었다. 북 일 사이에는 과거청산이나 일본인 납치문제 등 풀기 어려운 많은 현안들이 존재하고 있다. 최근 흐름은 이를 양쪽 정상의 정치적 결단을 통해 해결해 나가자는 뜻으로 읽힌다. 하지만 순탄치만은 않을 것이다. 적극성을 보이는 일본쪽에서도 다양한 역풍이 불어올 수 있다는 점을 고려해야 할 것으로 보인다. 역풍의 하나는 북한 국적으로 추정되는 괴선박 침몰 사건 이래 납치문제를 둘러싼 여론이 더욱 강화되고 있는 것이다. 북한의 대응이 일본인 처의 귀환이나 피납자로 크게 거론된 한 사람 정도에 대해 그칠 경우 이는 전면적인 해결을 요구하는 일본 내 목소리를 높이는 결과만을 초래할 가능성이 크다. 두번째 역풍은 일본의 정부개발원조 ODA 로부터 불어올 수가 있다. 정부개발원조를 둘러싸고 정치가의 자의적인 개입과 이를 허용해온 외무성의 부패와 무능 그리고 대기업의 부정에 대한 스캔들이 연일 터져 나온다. 일본 정부의 재정 압박과 함께 이런 구조에 대한 국민들의 불만은 매우 강하다. 북 일 수교교섭이 재개된다 해도 북한에 대한 일본의 정부개발원조 공여에는 다양한 논란이 예상된다. 세번째 역풍은 북 일교섭을 둘러싼 주변국과의 관계다. 미국의 이라크 공격이 현실감을 더해 가는 상황에서 북 일관계가 북 미관계 보다 앞서 가는 것은 비현실적이다. 중국과의 관계 역시 순탄치 않고 러시아와의 관계도 교착상태가 계속되고 있다. 독도 국립공원 지정 동해 표기 문제 등 일본을 자극하는 문제를 내놓는 한국에 대한 곤혹감도 있다. 역풍이라고 할 수는 없지만 일본 외교체제의 구조변화도 불안정 요소다. 일본은 국제사회에서 어떻게 살아갈 것인가에 관한 커다란 내부 성찰의 시기에 들어서고 있다. 경제적 토대의 구축만이 허용됐던 일종의 기형국가로서 냉전구조를 거쳤던 시기에 외교 및 안전보장은 소수 전문가에게 위임하면 되는 ‘작은’ 문제로 이에 맞춰 구축돼 왔다고 할 수 있다. 그러나 90년대 ‘상실의 10년’으로 이 토대가 흔들리는 지금은 필연적으로 새로운 체계를 필요로 하고 있다. 예를 들어 외교 및 안전보장 문제에 대해 국민의 관심이 높아지게 되면 이를 담당하는 정치인과 외무성 및 그밖의 행정과의 관계를 개선하라는 요구가 이어진다. 납세자가 감시할 수 있는 것은 정치인일 뿐이고 행정은 정치인을 통해 감시할 수밖에 없기 때문이다. 이 경우 거대한 정부개발원조 예산보다 풀뿌리의 공감·연대를 기초로 하는 비정부기구 NGO 가 큰 영향력을 끼치게 된다. 비정부기구와의 마찰 내부 조직·인사문제 등 외무성 개혁문제는 새 체계 구축으로 가는 구조적 변화의 일부에 지나지 않는다. 북한과의 교섭은 이런 구조변화와 함께 진행되고 있다. 일본쪽의 변화가 북 일 협상에 불안정 요소로서 등장하고 있는 것이다. 북한은 전통적인 외교채널 이외에 다양한 변화를 치밀하게 고려해 접근하는 유연성이 필요하다. 한반도를 둘러싸고 대국의 이해관계가 교차하는 것은 과거나 지금이나 다를 바 없지만 전통적인 파워게임 관점만으로는 일본에서 진행되고 있는 변화를 놓쳐버릴 가능성이 크다. 북 일 교섭을 지켜보면서 한국은 파워게임 이외에 이런 점들에 관심을 기울여야 하지 않을까 생각한다.,https://n.news.naver.com/mnews/article/028/0000000013?sid=101
2002-09-01 21:49:00,경제,국민일보 ,‘방카슈랑스’ 시행 1년 앞두고 ‘열기’ 은행원들 “보험대리점 자격증 따자”,은행과 보험의 겸업 형태인 방카슈랑스 은행과 보험의 합성어 제도 시행을 1년 앞두고 은행원들 사이에 보험대리점 자격증 따기 바람이 불고 있다. 특히 은행권에서는 직원들이 보험대리점 자격을 딸 경우 구조조정을 하기에도 용이해 회사차원에서 적극 장려중인 것으로 알려졌다. 내년 8월부터 허용되는 방카슈랑스는 은행이 반드시 대리점 형태로 보험영업을 해야하기 때문에 대리점 자격을 취득하면 회사로부터 받는 급여 이외에 대리점 영업에 따른 수익도 챙기는 ‘꿩먹고 알먹는’ 혜택을 얻을 수 있다. 또 구조조정 대상에 해당될 경우 은행으로 출근해 보험대리점을 할 수 있는 장점이 있어 회사측에서도 응시료 지원 및 교육에 편의를 봐주는 것으로 알려졌다. 국민은행은 지난해부터 한번에 60∼80여명을 리더로 선발해 자체 연수원에서 보험협회 보험연수원 각 보험회사 강사들을 불러 1주일간 보험업법 약관 등에 대해 합숙교육을 시켰으며 이중 30여명은 추가로 보험연수원에서 2주간 교육받았다. 국민은행은 이같은 교육을 올해 말까지 150명 더 시킬 예정이다. 또 이와는 별도로 회사돈으로 사이버강의를 듣게 해 이미 1000여명이 교육을 마쳤다. 한미은행은 사이버연수로 생명보험 손해보험에 대해 3주간씩 하루 30분씩 교육해 현재까지 생보대리점 자격자가 200명을 넘었다. 우리은행도 지난해 10월부터 교육을 시작해 지금까지 생보 손보 합쳐 750여명이 대리점 자격을 땄다.우리은행은 올해 말까지 1500여명을 교육시킬 예정이다. 관심이 가는 대목은 한달에 한 차례 금감원 주최로 치르는 대리점 자격시험에 합격하기 위해서는 4주 정도의 교육을 받아야 하는데 마땅한 교육기관이 없어 생명보험사에서 대신 교육을 맡는다는 것이다. 손해보험 대리점 자격 교육의 경우 보험연수원이 맡고 있지만 생명보험 대리점 교육은 전담 교육기관이 없다.이 때문에 은행원들은 보험회사의 지원을 받아 교육을 받고 있다. 흥미있는 점은 방카슈랑스 자체를 보험업계에서는 은행권에 밀리는 현상으로 보고 있는데 내심 이를 반기지 않으면서도 마지못해 은행원들에게 교육을 시킨다는 점이다. 보험업계 관계자는 “은행원들의 보험대리점 자격취득은 은행권이 그만큼 준비를 철저히 하고 있다는 현실의 반영”이라며 “은행들이 보험업계의 정서를 생각해 대리점 자격 취득사실을 공개하지는 않지만 은밀히 방카슈랑스에 대비하고 있다”고 말했다.,https://n.news.naver.com/mnews/article/005/0000117167?sid=101
2002-09-01 21:46:00,경제,국민일보 ,저축銀 구조조정 급물살 탈듯…중앙회，호원사 BIS 이달말 공개키로,상호저축은행중앙회가 이달말 회원 상호저축은행들의 국제결제은행 BIS 기준 자기자본비율을 홈페이지에 일괄 공개하기로 함에 따라 이를 계기로 부실 저축은행과 신용협동조합의 구조조정이 급물살을 탈 전망이다. 1일 금융권에 따르면 금융감독원의 공시규정 강화에 따라 상호저축은행중앙회는 이달말 117개 회원사의 2001 회계연도 2001년 7월∼2002년 6월 결산 기준 BIS비율 등 경영지표를 인터넷 홈페이지에 일괄 게시 예금자들에게 공개할 계획이다. 모든 상호저축은행들의 BIS비율이 일반에 공개되는 것은 이번이 처음으로 상호저축은행은 물론 신용협동조합에까지 그 파장이 미칠 전망이다. 중앙회 관계자는 이번 공개방침과 관련해 “회원은행들 사이에 BIS비율 공개에 따른 부작용에 대한 우려가 팽배해 있다”며 “특히 BIS비율이 상대적으로 나쁜 회원 은행들의 경우 고객이탈에 대한 걱정이 크다”고 말했다. 예보는 상호저축은행 중에서 현행 금융당국의 경영개선요구 대상인 BIS비율 4% 미만이 9개 경영개선권고 대상인 BIS비율 5% 미만이 11곳으로 총 20개가 잠재부실 상태이며 신협중에서는 162개사가 자본전액잠식 상태에 있는 것으로 분석하고 있다. 이에 따라 예보는 올해 말까지 부실 상호저축은행과 신협의 예금대지급에 1조5000억원 정도가 소요될 것으로 전망하고 있다.,https://n.news.naver.com/mnews/article/005/0000117166?sid=101
2002-09-01 21:43:00,경제,국민일보 ,수출증가율 2개월째 두자릿수…8월 20.4%로 23개월만에 첫 20% 돌파,8월 수출이 작년 같은 달보다 20.4% 늘어나면서 7월 19.4% 에 이어 두달 연속 두자릿수 증가세를 이어갔다. 또 월별 수출 누계치도 전년 같은 기간 대비 2.1% 증가한 것으로 나타나 올들어 처음으로 플러스로 돌아섰다. 1일 산업자원부가 잠정집계한 ‘8월중 수출입 실적’ 통관기준 에 따르면 수출은 141억6200만달러로 지난해 같은 달 117억6600만달러 에 비해 20.4% 증가했다. 전년 동월대비 수출증가율이 20%선을 넘어서기는 지난 2000년 9월 이후 23개월만에 처음이다. 수입은 129억200만달러로 작년 8월 113억3800만달러 보다 13.8% 늘어나면서 무역수지는 12억6000만달러 흑자를 냈다. 이에 따라 1∼8월 수출은 1037억3000만달러로 지난해 같은 기간에 비해 2.1% 증가했으며 수입은 967억3200만달러로 작년 동기대비 1.8% 증가 무역수지는 누계로 69억9800만달러 흑자를 냈다. 산자부는 작년 8월 수출이 20.4% 감소한데 따른 기술적 반등요인을 인정하면서도 수출이 7∼8월 연속으로 두자릿수 증가세를 보인 것은 지난 4월 이후 시작된 회복국면이 하반기 들어 본격화된 양상을 보이고 있기 때문으로 풀이했다. 품목별 추정치를 보면 반도체가 14억1000만달러로 57.5% 늘어난 것을 비롯해 컴퓨터 37.0% 무선통신기기 26.1% 가전 22.9% 자동차 10.6% 일반기계 13.2% 석유화학 7.1% 철강 6.0% 섬유류 3.6% 등이 증가한 반면 석유제품 12.6% 은 감소했다.,https://n.news.naver.com/mnews/article/005/0000117165?sid=101
2002-09-01 21:39:00,경제,국민일보 ,부실기업 컨설팅비 1159억,공적자금이 투입된 하이닉스 반도체를 비롯 대우자동차 현대건설 등 부실 대기업이 구조조정과 매각을 위한 각종 컨설팅 비용으로 모두 1159억원을 지불한 것으로 나타났다고 국회 정무위 소속 민주당 박병석 의원이 1일 밝혔다. 박의원은 금융감독원의 국정감사 자료를 토대로 “이 가운데 가장 많은 818억원의 수수료를 지불한 하이닉스의 경우 지난해 6월 1조5000억원 규모의 GDR 해외주식예탁증서 발행에 따른 수수료로 무려 663억원을 지불했다”고 밝혔다. 대우차는 294억원 현대건설은 47억원을 지불한 것으로 밝혀졌다. 박의원은 “이들 컨설팅 비용 대부분은 모건스탠리 아더앤더슨 등 외국계 기업에 지불됐다”고 설명했다.,https://n.news.naver.com/mnews/article/005/0000117164?sid=101
